Customer ID,Age,Gender,Location,Annual Income,Total_Spent,Total_Purchases,Avg_Purchase_Value,Purchase History,Browsing History,Product Reviews,Time on Site
1495,46,Male,City L,66764,44.15,2,22.08,"[{""Date"": ""2022-07-09"", ""Category"": ""Clothing"", ""Price"": 22.02}, {""Date"": ""2022-05-12"", ""Category"": ""Home & Garden"", ""Price"": 22.13}]","[{""Timestamp"": ""2022-05-05T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-05-08T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-07-01T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-30T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-29T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-08T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-05T00:00:00Z"", ""Product Category"": ""Clothing""}]",,44.0
1496,27,Female,City A,52452,447.55,3,149.18,"[{""Date"": ""2022-06-28"", ""Category"": ""Home & Garden"", ""Price"": 210.03}, {""Date"": ""2022-08-20"", ""Category"": ""Electronics"", ""Price"": 223.65}, {""Date"": ""2022-03-26"", ""Category"": ""Clothing"", ""Price"": 13.87}]","[{""Timestamp"": ""2022-04-03T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-23T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-19T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-24T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-11T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-03-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-22T00:00:00Z"", ""Product Category"": ""Electronics""}]",,74.9
1497,37,Female,City C,51888,241.23,3,80.41,"[{""Date"": ""2022-03-23"", ""Category"": ""Sports & Outdoors"", ""Price"": 82.14}, {""Date"": ""2022-01-04"", ""Category"": ""Electronics"", ""Price"": 94.47}, {""Date"": ""2022-01-18"", ""Category"": ""Clothing"", ""Price"": 64.62}]","[{""Timestamp"": ""2022-03-15T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-15T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-01-01T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-01-10T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-24T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-26T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2021-12-30T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-25T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-01-07T00:00:00Z"", ""Product Category"": ""Electronics""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 4.3, ""Review"": ""Very good clothing. Happy with purchase.""}, {""Product"": ""Sports & Outdoors"", ""Rating"": 5, ""Review"": ""Excellent sports & outdoors! Highly recommend.""}]}",64.6
1498,29,Other,City A,43363,67.09,2,33.54,"[{""Date"": ""2022-06-01"", ""Category"": ""Clothing"", ""Price"": 47.28}, {""Date"": ""2022-10-02"", ""Category"": ""Books"", ""Price"": 19.81}]","[{""Timestamp"": ""2022-05-26T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-08T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-08T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 4.1, ""Review"": ""Very good clothing. Happy with purchase.""}]}",27.6
1499,23,Male,City D,34171,91.91,2,45.96,"[{""Date"": ""2022-09-18"", ""Category"": ""Beauty & Health"", ""Price"": 60.57}, {""Date"": ""2022-10-06"", ""Category"": ""Books"", ""Price"": 31.34}]","[{""Timestamp"": ""2022-09-18T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-10-04T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-09-09T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]","{""reviews"": [{""Product"": ""Beauty & Health"", ""Rating"": 4.9, ""Review"": ""Excellent beauty & health! Highly recommend.""}]}",16.0
1500,51,Other,City C,58481,495.48,4,123.87,"[{""Date"": ""2022-02-06"", ""Category"": ""Home & Garden"", ""Price"": 107.41}, {""Date"": ""2022-11-21"", ""Category"": ""Home & Garden"", ""Price"": 133.5}, {""Date"": ""2022-06-14"", ""Category"": ""Electronics"", ""Price"": 195.97}, {""Date"": ""2022-12-15"", ""Category"": ""Sports & Outdoors"", ""Price"": 58.6}]","[{""Timestamp"": ""2022-01-28T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-27T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-01-29T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-02-02T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-12-22T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-01-31T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-16T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-12T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-12-14T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-11-16T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-20T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-16T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 2.8, ""Review"": ""Disappointed with this home & garden.""}]}",98.7
1501,62,Male,City K,53852,333.34,3,111.11,"[{""Date"": ""2022-05-06"", ""Category"": ""Home & Garden"", ""Price"": 96.5}, {""Date"": ""2022-11-22"", ""Category"": ""Electronics"", ""Price"": 152.46}, {""Date"": ""2022-07-05"", ""Category"": ""Clothing"", ""Price"": 84.38}]","[{""Timestamp"": ""2022-06-29T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-03T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-07-02T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-11-13T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-07-07T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-26T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-11-18T00:00:00Z"", ""Product Category"": ""Clothing""}]",,58.6
1502,23,Other,City H,21705,78.7,1,78.7,"[{""Date"": ""2022-01-09"", ""Category"": ""Clothing"", ""Price"": 78.7}]","[{""Timestamp"": ""2022-01-03T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-01-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-15T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 3.8, ""Review"": ""Decent clothing. Met expectations.""}]}",15.0
1503,46,Other,City H,46749,266.14,3,88.71,"[{""Date"": ""2022-05-08"", ""Category"": ""Home & Garden"", ""Price"": 121.6}, {""Date"": ""2022-07-13"", ""Category"": ""Clothing"", ""Price"": 81.61}, {""Date"": ""2022-04-07"", ""Category"": ""Clothing"", ""Price"": 62.93}]","[{""Timestamp"": ""2022-07-11T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-02T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-06T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-15T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-04-06T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-05-05T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-04-01T00:00:00Z"", ""Product Category"": ""Clothing""}]",,74.3
1504,32,Female,City D,33666,37.39,2,18.7,"[{""Date"": ""2022-05-09"", ""Category"": ""Books"", ""Price"": 7.93}, {""Date"": ""2022-01-21"", ""Category"": ""Books"", ""Price"": 29.46}]","[{""Timestamp"": ""2022-01-16T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-12T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-21T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-17T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-01T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 4.0, ""Review"": ""Very good books. Happy with purchase.""}, {""Product"": ""Books"", ""Rating"": 5, ""Review"": ""Excellent books! Highly recommend.""}]}",40.5
1505,34,Male,City L,32455,122.68,1,122.68,"[{""Date"": ""2022-05-04"", ""Category"": ""Home & Garden"", ""Price"": 122.68}]","[{""Timestamp"": ""2022-05-02T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-05-13T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-04T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-05-01T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 5, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",20.8
1506,32,Other,City E,42720,338.55,2,169.28,"[{""Date"": ""2022-12-29"", ""Category"": ""Home & Garden"", ""Price"": 42.07}, {""Date"": ""2022-04-24"", ""Category"": ""Electronics"", ""Price"": 296.48}]","[{""Timestamp"": ""2022-12-22T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-04-30T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2023-01-07T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2023-01-06T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 4.6, ""Review"": ""Excellent electronics! Highly recommend.""}]}",49.5
1507,29,Other,City F,43221,86.43,2,43.22,"[{""Date"": ""2022-01-21"", ""Category"": ""Books"", ""Price"": 32.41}, {""Date"": ""2022-01-18"", ""Category"": ""Beauty & Health"", ""Price"": 54.02}]","[{""Timestamp"": ""2022-01-18T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-25T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-25T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 4.3, ""Review"": ""Very good books. Happy with purchase.""}]}",30.2
1508,40,Male,City D,42987,327.95,3,109.32,"[{""Date"": ""2022-01-16"", ""Category"": ""Home & Garden"", ""Price"": 133.78}, {""Date"": ""2022-06-21"", ""Category"": ""Home & Garden"", ""Price"": 171.83}, {""Date"": ""2022-02-27"", ""Category"": ""Books"", ""Price"": 22.34}]","[{""Timestamp"": ""2022-02-17T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-26T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-20T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-02-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-11T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-02-23T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-15T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-01-15T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-03-09T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-14T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 4.9, ""Review"": ""Excellent home & garden! Highly recommend.""}, {""Product"": ""Books"", ""Rating"": 3.9, ""Review"": ""Decent books. Met expectations.""}, {""Product"": ""Home & Garden"", ""Rating"": 5, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",66.6
1509,30,Other,City C,48352,89.56,3,29.85,"[{""Date"": ""2022-07-28"", ""Category"": ""Clothing"", ""Price"": 30.28}, {""Date"": ""2022-03-22"", ""Category"": ""Books"", ""Price"": 34.87}, {""Date"": ""2022-11-07"", ""Category"": ""Books"", ""Price"": 24.41}]","[{""Timestamp"": ""2022-07-25T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-25T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-07-27T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-13T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-10-28T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-19T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-25T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]",,68.1
1510,43,Other,City L,32558,115.25,2,57.62,"[{""Date"": ""2022-03-07"", ""Category"": ""Clothing"", ""Price"": 50.07}, {""Date"": ""2022-01-10"", ""Category"": ""Beauty & Health"", ""Price"": 65.18}]","[{""Timestamp"": ""2022-03-13T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-12T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-09T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-07T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 4.3, ""Review"": ""Very good clothing. Happy with purchase.""}]}",46.9
1511,39,Female,City F,39714,216.71,2,108.36,"[{""Date"": ""2022-08-09"", ""Category"": ""Electronics"", ""Price"": 198.03}, {""Date"": ""2022-04-04"", ""Category"": ""Books"", ""Price"": 18.68}]","[{""Timestamp"": ""2022-04-14T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-04-11T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-15T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-26T00:00:00Z"", ""Product Category"": ""Books""}]",,51.2
1512,37,Male,City I,32229,270.24,3,90.08,"[{""Date"": ""2022-04-10"", ""Category"": ""Sports & Outdoors"", ""Price"": 60.79}, {""Date"": ""2022-05-02"", ""Category"": ""Books"", ""Price"": 19.31}, {""Date"": ""2022-12-08"", ""Category"": ""Home & Garden"", ""Price"": 190.14}]","[{""Timestamp"": ""2022-04-13T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-12-09T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-04-03T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-11-28T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-12-09T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-30T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-10T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-12-12T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-12-03T00:00:00Z"", ""Product Category"": ""Home & Garden""}]",,62.3
1513,29,Other,City K,21592,120.37,1,120.37,"[{""Date"": ""2022-11-16"", ""Category"": ""Home & Garden"", ""Price"": 120.37}]","[{""Timestamp"": ""2022-11-23T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-11-22T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-11-26T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 4.5, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",19.6
1514,33,Female,City A,35672,193.74,2,96.87,"[{""Date"": ""2022-06-08"", ""Category"": ""Home & Garden"", ""Price"": 126.84}, {""Date"": ""2022-04-10"", ""Category"": ""Beauty & Health"", ""Price"": 66.9}]","[{""Timestamp"": ""2022-06-03T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-07T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-04-12T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Beauty & Health"", ""Rating"": 4.0, ""Review"": ""Very good beauty & health. Happy with purchase.""}]}",20.5
1515,49,Male,City G,48106,273.59,3,91.2,"[{""Date"": ""2022-08-23"", ""Category"": ""Clothing"", ""Price"": 86.54}, {""Date"": ""2022-01-16"", ""Category"": ""Sports & Outdoors"", ""Price"": 101.94}, {""Date"": ""2022-03-31"", ""Category"": ""Clothing"", ""Price"": 85.11}]","[{""Timestamp"": ""2022-03-28T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-01-25T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-03-28T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-25T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-08-22T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-01-19T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-17T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-04-09T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Sports & Outdoors"", ""Rating"": 3.1, ""Review"": ""Decent sports & outdoors. Met expectations.""}]}",67.0
1516,46,Other,City F,62083,186.71,4,46.68,"[{""Date"": ""2022-03-17"", ""Category"": ""Clothing"", ""Price"": 56.77}, {""Date"": ""2022-05-17"", ""Category"": ""Books"", ""Price"": 9.2}, {""Date"": ""2022-10-09"", ""Category"": ""Sports & Outdoors"", ""Price"": 73.28}, {""Date"": ""2022-07-13"", ""Category"": ""Clothing"", ""Price"": 47.46}]","[{""Timestamp"": ""2022-05-07T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-11T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-10-17T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-10-05T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-07-20T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-10-19T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-03-12T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-07T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-07-15T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-19T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-13T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 3.1, ""Review"": ""Decent clothing. Met expectations.""}]}",107.0
1517,28,Male,City G,38475,98.07,2,49.04,"[{""Date"": ""2022-11-10"", ""Category"": ""Clothing"", ""Price"": 72.39}, {""Date"": ""2022-02-11"", ""Category"": ""Beauty & Health"", ""Price"": 25.68}]","[{""Timestamp"": ""2022-11-10T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-11-20T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-02-21T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-11-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-02-15T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]","{""reviews"": [{""Product"": ""Beauty & Health"", ""Rating"": 4.3, ""Review"": ""Very good beauty & health. Happy with purchase.""}]}",24.2
1518,41,Male,City L,32073,115.92,2,57.96,"[{""Date"": ""2022-07-30"", ""Category"": ""Clothing"", ""Price"": 72.73}, {""Date"": ""2022-11-02"", ""Category"": ""Home & Garden"", ""Price"": 43.19}]","[{""Timestamp"": ""2022-08-04T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-11-04T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-08-07T00:00:00Z"", ""Product Category"": ""Clothing""}]",,32.0
1519,49,Female,City A,68205,110.32,3,36.77,"[{""Date"": ""2022-09-26"", ""Category"": ""Books"", ""Price"": 28.64}, {""Date"": ""2022-05-15"", ""Category"": ""Clothing"", ""Price"": 18.97}, {""Date"": ""2022-04-10"", ""Category"": ""Home & Garden"", ""Price"": 62.71}]","[{""Timestamp"": ""2022-09-18T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-16T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-09-22T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-09-30T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-05T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-04-03T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-09-28T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-10-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-05-09T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-04-11T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-09-30T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-04-09T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 5, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",90.6
1520,19,Female,City A,37161,38.42,1,38.42,"[{""Date"": ""2022-07-22"", ""Category"": ""Clothing"", ""Price"": 38.42}]","[{""Timestamp"": ""2022-07-25T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-07-26T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-07-24T00:00:00Z"", ""Product Category"": ""Clothing""}]",,33.1
1521,46,Female,City L,52797,110.53,3,36.84,"[{""Date"": ""2022-12-08"", ""Category"": ""Books"", ""Price"": 22.04}, {""Date"": ""2022-04-06"", ""Category"": ""Electronics"", ""Price"": 62.51}, {""Date"": ""2022-03-24"", ""Category"": ""Books"", ""Price"": 25.98}]","[{""Timestamp"": ""2022-03-31T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-12-18T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-04-01T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-29T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-04-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-12-15T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-19T00:00:00Z"", ""Product Category"": ""Electronics""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 3.6, ""Review"": ""Decent books. Met expectations.""}, {""Product"": ""Electronics"", ""Rating"": 4.1, ""Review"": ""Very good electronics. Happy with purchase.""}]}",49.8
1522,32,Other,City A,33541,83.43,2,41.72,"[{""Date"": ""2022-12-26"", ""Category"": ""Clothing"", ""Price"": 65.42}, {""Date"": ""2022-11-22"", ""Category"": ""Books"", ""Price"": 18.01}]","[{""Timestamp"": ""2022-11-27T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-27T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-12-16T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-29T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 3.5, ""Review"": ""Decent books. Met expectations.""}, {""Product"": ""Clothing"", ""Rating"": 4.5, ""Review"": ""Excellent clothing! Highly recommend.""}]}",52.1
1523,46,Male,City G,37315,284.24,3,94.75,"[{""Date"": ""2022-12-04"", ""Category"": ""Clothing"", ""Price"": 45.28}, {""Date"": ""2022-06-21"", ""Category"": ""Electronics"", ""Price"": 205.67}, {""Date"": ""2022-08-18"", ""Category"": ""Books"", ""Price"": 33.29}]","[{""Timestamp"": ""2022-06-29T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-08-28T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-11-26T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-12-04T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-09T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-08-16T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-08-25T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-11-29T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-12T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-15T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 3.3, ""Review"": ""Decent books. Met expectations.""}, {""Product"": ""Electronics"", ""Rating"": 3.6, ""Review"": ""Decent electronics. Met expectations.""}, {""Product"": ""Clothing"", ""Rating"": 4.0, ""Review"": ""Very good clothing. Happy with purchase.""}]}",80.7
1524,30,Other,City C,30090,128.43,2,64.22,"[{""Date"": ""2022-11-07"", ""Category"": ""Books"", ""Price"": 15.15}, {""Date"": ""2022-11-09"", ""Category"": ""Home & Garden"", ""Price"": 113.28}]","[{""Timestamp"": ""2022-11-06T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-11-17T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-11-04T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 3.6, ""Review"": ""Decent home & garden. Met expectations.""}, {""Product"": ""Books"", ""Rating"": 3.4, ""Review"": ""Decent books. Met expectations.""}]}",33.2
